TH;0.02705698
HE;0.02328545
IN;0.020275534
ER;0.017838136
AN;0.016136243
RE;0.014089222
ES;0.013198142
ON;0.01316225
ST;0.012492322
NT;0.011725158
EN;0.011329747
AT;0.011164
ED;0.010787831
ND;0.010682918
TO;0.010664622
OR;0.010574431
EA;0.010020474
TI;0.009918455
AR;0.009794637
TE;0.009781351
NG;0.008919108
AL;0.00883683
IT;0.008773685
AS;0.008735606
IS;0.008637575
HA;0.008318866
ET;0.007602123
SE;0.007292169
OU;0.007195042
OF;0.007062905
LE;0.007026448
SA;0.006956346
VE;0.006780783
RO;0.006759923
RA;0.006624591
RI;0.006390801
HI;0.006358587
NE;0.006320737
ME;0.006299012
DE;0.006250933
CO;0.006183235
TA;0.006046906
EC;0.005960924
SI;0.005957003
LL;0.005697536
SO;0.005527966
NA;0.005445612
LI;0.005386327
LA;0.005360229
EL;0.005340325
MA;0.005048042
DI;0.00501234
IC;0.004964796
RT;0.004961939
NS;0.004927334
RS;0.004911339
IO;0.004905072
OM;0.00487177
CH;0.00465591
OT;0.004645572
CA;0.004609196
CE;0.004579795
HO;0.004562545
BE;0.004502293
TT;0.004478931
FO;0.004376321
TS;0.004376032
SS;0.004374453
NO;0.004369462
EE;0.004277843
EM;0.00419629
AC;0.004140646
IL;0.004134383
DA;0.004066497
NI;0.004035982
UR;0.004010454
WA;0.003894148
SH;0.003878962
EI;0.003706392
AM;0.003694613
TR;0.003658825
DT;0.00364459
US;0.00363064
LO;0.003606811
PE;0.003601493
UN;0.003523878
NC;0.003518541
WI;0.00351817
UT;0.003500629
AD;0.003440517
EW;0.003417199
OW;0.003378815
GE;0.003335938
EP;0.003243284
AI;0.003231847
LY;0.003177989
OL;0.003174395
FT;0.003167362
OS;0.003144279
EO;0.00312761
EF;0.003064717
PR;0.003050599
WE;0.003049197
DO;0.003034212
MO;0.002995001
ID;0.002982517
IE;0.002892039
MI;0.002814196
PA;0.002791016
FI;0.0027737
PO;0.002756055
CT;0.002749399
WH;0.00274111
IR;0.002701436
AY;0.002664911
GA;0.002599319
SC;0.002497761
KE;0.002463079
EV;0.002445351
SP;0.002444568
IM;0.002438508
OP;0.002418859
DS;0.002412021
LD;0.002369398
UL;0.002352721
OO;0.002351655
SU;0.002319775
IA;0.00231307
GH;0.002284946
PL;0.00226918
EB;0.002252199
IG;0.002204045
VI;0.002169232
IV;0.002111231
WO;0.002106008
YO;0.00210181
RD;0.002087273
TW;0.00206059
BA;0.002050694
AG;0.002037235
RY;0.002032442
AB;0.002029446
LS;0.002006289
SW;0.002005776
AP;0.001978182
FE;0.001972488
TU;0.00196051
CI;0.001953246
FA;0.001932859
HT;0.001931384
FR;0.001928568
AV;0.001916892
EG;0.001916332
GO;0.001893725
BO;0.001889952
BU;0.001876279
TY;0.001852146
MP;0.001811966
OC;0.001768438
OD;0.001759942
EH;0.001748131
YS;0.001743617
EY;0.001741008
RM;0.001706237
OV;0.001699768
GT;0.0016993
YA;0.001674222
CK;0.001666253
GI;0.001642676
RN;0.001633771
GR;0.001616502
RC;0.001612825
BL;0.001605189
LT;0.001576566
YT;0.001552718
OA;0.001515732
YE;0.001503033
OB;0.001436709
DB;0.001412243
FF;0.00140734
SF;0.001404675
RR;0.001363561
DU;0.00135549
KI;0.001344631
UC;0.001327987
IF;0.001327531
AF;0.001318779
DR;0.001318619
CL;0.001314301
EX;0.001306475
SM;0.001290608
PI;0.001285626
SB;0.001284348
CR;0.001275251
TL;0.001249532
OI;0.001234149
RU;0.001232747
UP;0.001227287
BY;0.001209972
TC;0.001201819
NN;0.001198137
AK;0.001188057
SL;0.001148211
NF;0.001144817
UE;0.001139614
DW;0.001134752
AU;0.001129515
PP;0.001127023
UG;0.001117526
RL;0.001110801
RG;0.001074422
BR;0.001068673
CU;0.001064734
UA;0.001061485
DH;0.001060506
RK;0.001038683
YI;0.001031703
LU;0.001018226
UM;0.001015169
BI;0.001007478
NY;0.001004431
NW;0.000974987
QU;0.000964223
OG;0.000962767
SN;0.000961579
MB;0.000953201
VA;0.000950799
DF;0.000932877
DD;0.000925337
MS;0.000907201
GS;0.000906697
AW;0.000906301
NH;0.00090548
PU;0.000892237
HR;0.000888734
SD;0.000888561
TB;0.000882365
PT;0.000881675
NM;0.000878079
DC;0.000874738
GU;0.000871489
TM;0.000869507
MU;0.000868576
NU;0.000863203
MM;0.000862719
NL;0.000854042
EU;0.000849681
WN;0.000844012
NB;0.00083316
RP;0.000829806
DM;0.000819797
SR;0.000812605
UD;0.000809304
UI;0.000805129
RF;0.000794665
OK;0.000785724
YW;0.000781444
TF;0.00077899
IP;0.000774404
RW;0.000774261
RB;0.000773847
OH;0.000752674
KS;0.000746355
DP;0.000727324
FU;0.000725904
YC;0.000723395
TP;0.000710068
MT;0.00070672
DL;0.000705563
NK;0.000703772
CC;0.000699908
UB;0.00069167
RH;0.000686544
NP;0.00068641
JU;0.000676394
FL;0.000668537
DN;0.000656901
KA;0.00065517
PH;0.00065339
HU;0.000641015
JO;0.00062934
LF;0.000624987
YB;0.00062366
RV;0.000622656
OE;0.000605049
IB;0.000600917
IK;0.000597837
YP;0.000597083
GL;0.000595909
LP;0.000588317
YM;0.000581915
LB;0.000569755
HS;0.000569369
DG;0.00056477
GN;0.000561137
EK;0.000557717
NR;0.000553541
PS;0.000549715
TD;0.000542656
LC;0.000538389
SK;0.000536961
YF;0.000533112
YH;0.000529881
VO;0.000521097
AH;0.000514617
DY;0.000512945
LM;0.000512592
SY;0.000512073
NV;0.000507509
YD;0.000490813
FS;0.000473486
SG;0.000472643
YR;0.000467595
YL;0.000465745
WS;0.000459914
MY;0.000450757
OY;0.000447002
KN;0.000440282
IZ;0.000431486
XP;0.00042568
LW;0.000424782
TN;0.000412134
KO;0.000406556
AA;0.000398032
JA;0.000396094
ZE;0.000395426
FC;0.000363262
GW;0.000362614
TG;0.000353839
XT;0.000349196
FH;0.000348649
LR;0.000348068
JE;0.000343965
YN;0.000343573
GG;0.000339557
GF;0.000338864
EQ;0.000337972
HY;0.000334507
KT;0.000333937
HC;0.00033326
BS;0.000326001
HW;0.00032451
HN;0.000320055
CS;0.000319511
HM;0.000312896
NJ;0.000310522
HH;0.000307576
WT;0.000300938
GC;0.000300533
LH;0.000294637
EJ;0.000290693
FM;0.000289379
DV;0.000286431
LV;0.000286367
WR;0.0002837
GP;0.000281029
FP;0.000277477
GB;0.0002739
GM;0.000272543
HL;0.000270452
LK;0.00026923
CY;0.000264866
MC;0.000254786
YG;0.000242611
XI;0.000236981
HB;0.000234499
FW;0.000232626
GY;0.00022659
HP;0.000226323
MW;0.000216835
PM;0.000215356
ZA;0.000214869
LG;0.000214256
IW;0.000213236
XA;0.000209094
FB;0.000205395
SV;0.000203991
GD;0.000203461
IX;0.000203361
AJ;0.000201257
KL;0.000195718
HF;0.000192937
HD;0.000191658
AE;0.0001887
SQ;0.000185088
DJ;0.000184862
FY;0.000182687
AZ;0.000177691
LN;0.000173981
AO;0.000173345
FD;0.000172989
KW;0.000166423
MF;0.000165371
MH;0.000164395
SJ;0.00016291
UF;0.00016232
TV;0.000161455
XC;0.000161419
YU;0.000160844
BB;0.000159375
WW;0.000156011
OJ;0.000152882
AX;0.000152823
MR;0.000152775
WL;0.000152119
XE;0.000151232
KH;0.000150341
OX;0.000150337
UO;0.000150298
ZI;0.00014894
FG;0.000147488
IH;0.000141227
TK;0.000141146
II;0.000140404
IU;0.000133364
TJ;0.000129384
MN;0.000129135
WY;0.000128037
KY;0.000127956
KF;0.000124266
FN;0.000123577
UY;0.000123021
PW;0.000122663
DK;0.000121584
RJ;0.000119829
UK;0.00011907
KR;0.000117254
KU;0.000117161
WM;0.000116945
KM;0.000112304
MD;0.000111265
ML;0.000110665
EZ;0.000107644
KB;0.000105885
WC;0.000103696
WD;0.000100054
HG;9.94E-05
BT;9.90E-05
ZO;9.81E-05
KC;9.71E-05
PF;9.67E-05
YV;9.52E-05
PC;9.26E-05
PY;9.16E-05
WB;9.13E-05
YK;9.06E-05
CP;8.86E-05
YJ;8.76E-05
KP;8.69E-05
PB;8.54E-05
CD;8.29E-05
JI;8.27E-05
UW;8.16E-05
UH;7.85E-05
WF;7.78E-05
YY;7.70E-05
WP;7.44E-05
BC;7.41E-05
AQ;7.29E-05
CB;6.89E-05
IQ;6.74E-05
CM;6.61E-05
MG;6.59E-05
DQ;6.55E-05
BJ;6.54E-05
TZ;6.48E-05
KD;6.43E-05
PD;6.32E-05
FJ;6.24E-05
CF;6.19E-05
NZ;6.16E-05
CW;5.95E-05
FV;5.66E-05
VY;5.39E-05
FK;5.29E-05
OZ;5.29E-05
ZZ;5.12E-05
IJ;5.07E-05
LJ;5.05E-05
NQ;5.03E-05
UV;4.90E-05
XO;4.88E-05
PG;4.88E-05
HK;4.87E-05
KG;4.84E-05
VS;4.72E-05
HV;4.57E-05
BM;4.44E-05
HJ;4.39E-05
CN;4.35E-05
GV;4.32E-05
CG;4.20E-05
WU;4.18E-05
GJ;4.09E-05
XH;3.85E-05
GK;3.79E-05
TQ;3.68E-05
CQ;3.64E-05
RQ;3.63E-05
BH;3.57E-05
XS;3.57E-05
